Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,710.000000,738.000000,710.000000,734.000000,727.167847,624000
2020-01-03,736.000000,738.000000,730.000000,734.000000,727.167847,100000
2020-01-06,732.000000,740.000000,716.000000,720.000000,713.298096,295500
2020-01-07,720.000000,720.000000,712.000000,714.000000,707.353943,324500
2020-01-08,710.000000,710.000000,682.000000,690.000000,683.577393,1500500
2020-01-09,700.000000,718.000000,690.000000,702.000000,695.465637,977500
2020-01-10,700.000000,700.000000,686.000000,690.000000,683.577393,551000
2020-01-13,700.000000,700.000000,684.000000,688.000000,681.596008,1750000
2020-01-14,700.000000,700.000000,680.000000,684.000000,677.633240,2826500
2020-01-15,682.000000,700.000000,678.000000,680.000000,673.670410,3270500
2020-01-16,680.000000,690.000000,680.000000,690.000000,683.577393,914000
2020-01-17,690.000000,700.000000,678.000000,680.000000,673.670410,1672000
2020-01-20,690.000000,700.000000,680.000000,684.000000,677.633240,250000
2020-01-21,690.000000,700.000000,680.000000,680.000000,673.670410,671500
2020-01-22,698.000000,700.000000,680.000000,680.000000,673.670410,4133000
2020-01-23,680.000000,700.000000,676.000000,680.000000,673.670410,1001000
2020-01-24,680.000000,680.000000,658.000000,670.000000,663.763489,1950000
2020-01-27,690.000000,698.000000,672.000000,680.000000,673.670410,103500
2020-01-28,698.000000,698.000000,678.000000,678.000000,671.689087,182000
2020-01-29,680.000000,698.000000,660.000000,680.000000,673.670410,903500
2020-01-30,680.000000,684.000000,676.000000,682.000000,675.651855,271000
2020-01-31,680.000000,680.000000,674.000000,680.000000,673.670410,150000
2020-02-03,698.000000,698.000000,672.000000,672.000000,665.744934,414500
2020-02-04,672.000000,684.000000,668.000000,668.000000,661.782104,148000
2020-02-05,668.000000,680.000000,658.000000,680.000000,673.670410,1124000
2020-02-06,698.000000,700.000000,658.000000,658.000000,651.875183,1241000
2020-02-07,658.000000,690.000000,638.000000,646.000000,639.986877,3337000
2020-02-10,646.000000,670.000000,642.000000,652.000000,645.931030,62500
2020-02-11,648.000000,676.000000,646.000000,676.000000,669.707703,252500
2020-02-12,676.000000,680.000000,658.000000,660.000000,653.856628,79500
2020-02-13,660.000000,680.000000,660.000000,670.000000,663.763489,121500
2020-02-14,678.000000,698.000000,666.000000,680.000000,673.670410,500500
2020-02-17,698.000000,700.000000,668.000000,680.000000,673.670410,150500
2020-02-18,680.000000,680.000000,658.000000,662.000000,655.838013,51500
2020-02-19,662.000000,680.000000,660.000000,668.000000,661.782104,500500
2020-02-20,672.000000,684.000000,672.000000,678.000000,671.689087,537500
2020-02-21,678.000000,678.000000,646.000000,660.000000,653.856628,885500
2020-02-24,672.000000,672.000000,658.000000,660.000000,653.856628,250500
2020-02-25,660.000000,672.000000,652.000000,654.000000,647.912476,953000
2020-02-26,672.000000,690.000000,634.000000,634.000000,628.098633,728000
2020-02-27,634.000000,646.000000,630.000000,630.000000,624.135864,222500
2020-02-28,630.000000,640.000000,600.000000,600.000000,594.415100,1600500
2020-03-02,618.000000,618.000000,602.000000,602.000000,596.396484,2618500
2020-03-03,616.000000,620.000000,602.000000,602.000000,596.396484,1280500
2020-03-04,610.000000,630.000000,596.000000,596.000000,590.452332,6849000
2020-03-05,596.000000,614.000000,596.000000,600.000000,594.415100,1877000
2020-03-06,598.000000,630.000000,588.000000,592.000000,586.489563,2341500
2020-03-09,592.000000,592.000000,510.000000,550.000000,544.880554,5396000
2020-03-10,560.000000,570.000000,524.000000,536.000000,531.010803,1631500
2020-03-11,536.000000,538.000000,514.000000,536.000000,531.010803,15165000
2020-03-12,538.000000,538.000000,484.000000,496.000000,491.383118,14826500
2020-03-13,508.000000,508.000000,462.000000,508.000000,503.271454,5249500
2020-03-16,508.000000,508.000000,476.000000,496.000000,491.383118,81000
2020-03-17,504.000000,504.000000,462.000000,462.000000,457.699646,443500
2020-03-18,462.000000,472.000000,454.000000,468.000000,463.643768,2134000
2020-03-19,468.000000,468.000000,436.000000,436.000000,431.941650,2437500
2020-03-20,410.000000,410.000000,406.000000,406.000000,402.220886,8563500
2020-03-23,394.000000,400.000000,378.000000,380.000000,376.462891,2650000
2020-03-24,370.000000,400.000000,370.000000,400.000000,396.276733,2328500
2020-03-26,400.000000,436.000000,400.000000,416.000000,412.127808,391500
2020-03-27,432.000000,432.000000,402.000000,408.000000,404.202271,1023000
2020-03-30,408.000000,408.000000,400.000000,400.000000,396.276733,14500
2020-03-31,400.000000,448.000000,400.000000,434.000000,429.960266,1000500
2020-04-01,450.000000,450.000000,406.000000,406.000000,402.220886,802500
2020-04-02,406.000000,440.000000,406.000000,422.000000,418.071960,50500
2020-04-03,440.000000,448.000000,410.000000,426.000000,422.034729,1976000
2020-04-06,450.000000,490.000000,428.000000,482.000000,477.513458,9869000
2020-04-07,494.000000,518.000000,494.000000,502.000000,497.327301,6160000
2020-04-08,512.000000,526.000000,480.000000,498.000000,493.364532,5000500
2020-04-09,510.000000,510.000000,488.000000,494.000000,489.401764,433000
2020-04-13,496.000000,500.000000,468.000000,480.000000,475.532074,507000
2020-04-14,500.000000,500.000000,470.000000,490.000000,485.438995,571000
2020-04-15,490.000000,500.000000,458.000000,462.000000,457.699646,6673500
2020-04-16,460.000000,492.000000,456.000000,460.000000,455.718231,1806500
2020-04-17,460.000000,490.000000,456.000000,460.000000,455.718231,6440000
2020-04-20,488.000000,498.000000,466.000000,486.000000,481.476227,5194500
2020-04-21,498.000000,512.000000,470.000000,478.000000,473.550690,660500
2020-04-22,492.000000,492.000000,472.000000,480.000000,475.532074,675000
2020-04-23,488.000000,500.000000,480.000000,498.000000,493.364532,3517000
2020-04-24,498.000000,498.000000,474.000000,492.000000,487.420380,7186000
2020-04-27,492.000000,500.000000,480.000000,492.000000,487.420380,7041000
2020-04-28,498.000000,498.000000,492.000000,494.000000,489.401764,801000
2020-04-29,496.000000,496.000000,488.000000,492.000000,487.420380,689500
2020-04-30,488.000000,518.000000,484.000000,518.000000,513.178345,5891000
2020-05-04,518.000000,542.000000,510.000000,514.000000,509.215576,3617500
2020-05-05,514.000000,550.000000,510.000000,538.000000,532.992249,1171000
2020-05-06,538.000000,572.000000,536.000000,572.000000,566.675720,4662000
2020-05-08,572.000000,590.000000,572.000000,580.000000,574.601257,1845000
2020-05-11,580.000000,590.000000,576.000000,580.000000,574.601257,4357500
2020-05-12,580.000000,602.000000,578.000000,580.000000,574.601257,21649500
2020-05-13,596.000000,596.000000,580.000000,586.000000,580.545410,7577500
2020-05-14,580.000000,590.000000,580.000000,588.000000,582.526794,5366000
2020-05-15,590.000000,590.000000,578.000000,580.000000,574.601257,8430500
2020-05-18,580.000000,598.000000,578.000000,580.000000,574.601257,15000500
2020-05-19,590.000000,600.000000,582.000000,598.000000,592.433716,15882000
2020-05-20,600.000000,602.000000,598.000000,602.000000,596.396484,1691000
2020-05-26,602.000000,610.000000,602.000000,602.000000,596.396484,2647000
2020-05-27,604.000000,630.000000,602.000000,620.000000,614.228943,3009000
2020-05-28,620.000000,632.000000,618.000000,622.000000,616.210327,1237000
2020-05-29,628.000000,636.000000,618.000000,630.000000,624.135864,1506000
2020-06-02,630.000000,642.000000,630.000000,640.000000,634.042725,2045500
2020-06-03,640.000000,650.000000,638.000000,646.000000,639.986877,2500500
2020-06-04,648.000000,648.000000,638.000000,640.000000,634.042725,3004500
2020-06-05,640.000000,646.000000,638.000000,642.000000,636.024170,1612500
2020-06-08,648.000000,650.000000,638.000000,642.000000,636.024170,1719000
2020-06-09,646.000000,650.000000,638.000000,650.000000,643.949707,1011000
2020-06-10,650.000000,654.000000,638.000000,644.000000,638.005554,1000500
2020-06-11,644.000000,644.000000,626.000000,636.000000,630.080017,2317000
2020-06-12,624.000000,638.000000,620.000000,624.000000,620.533325,3685500
2020-06-15,640.000000,644.000000,626.000000,642.000000,638.433350,3248500
2020-06-16,650.000000,658.000000,640.000000,648.000000,644.399963,5639000
2020-06-17,656.000000,658.000000,642.000000,648.000000,644.399963,3552000
2020-06-18,648.000000,652.000000,648.000000,648.000000,644.399963,15824500
2020-06-19,646.000000,652.000000,636.000000,648.000000,644.399963,1648000
2020-06-22,642.000000,650.000000,618.000000,620.000000,616.555542,5359500
2020-06-23,636.000000,644.000000,614.000000,614.000000,610.588867,4149500
2020-06-24,634.000000,642.000000,614.000000,620.000000,616.555542,2286500
2020-06-25,626.000000,634.000000,606.000000,606.000000,602.633301,1911500
2020-06-26,610.000000,618.000000,598.000000,606.000000,602.633301,5000500
2020-06-29,620.000000,646.000000,606.000000,622.000000,618.544434,1825500
2020-06-30,622.000000,632.000000,602.000000,610.000000,606.611084,2376000
2020-07-01,624.000000,628.000000,610.000000,610.000000,606.611084,1542500
2020-07-02,610.000000,626.000000,596.000000,600.000000,596.666687,2599000
2020-07-03,600.000000,604.000000,596.000000,600.000000,596.666687,5003000
2020-07-06,600.000000,604.000000,596.000000,600.000000,596.666687,4018000
2020-07-07,600.000000,600.000000,594.000000,594.000000,590.700012,2571500
2020-07-08,594.000000,604.000000,588.000000,600.000000,596.666687,4057500
2020-07-09,604.000000,608.000000,582.000000,600.000000,596.666687,2793000
2020-07-10,600.000000,600.000000,592.000000,592.000000,588.711121,936500
2020-07-13,590.000000,600.000000,590.000000,596.000000,592.688904,2704500
2020-07-14,596.000000,604.000000,594.000000,598.000000,594.677795,500500
2020-07-15,592.000000,600.000000,592.000000,596.000000,592.688904,1449000
2020-07-16,596.000000,608.000000,596.000000,598.000000,594.677795,3710500
2020-07-17,598.000000,600.000000,592.000000,594.000000,590.700012,800000
2020-07-20,600.000000,604.000000,594.000000,598.000000,594.677795,691000
2020-07-21,608.000000,620.000000,594.000000,620.000000,616.555542,205500
2020-07-22,610.000000,620.000000,598.000000,616.000000,612.577759,564000
2020-07-23,618.000000,620.000000,600.000000,606.000000,602.633301,500500
2020-07-24,614.000000,614.000000,600.000000,606.000000,602.633301,899000
2020-07-27,610.000000,612.000000,604.000000,606.000000,602.633301,1529500
2020-07-28,610.000000,610.000000,600.000000,606.000000,602.633301,1417500
2020-07-29,600.000000,610.000000,600.000000,610.000000,606.611084,2323000
2020-07-30,610.000000,610.000000,600.000000,610.000000,606.611084,1752500
2020-08-03,610.000000,616.000000,600.000000,600.000000,596.666687,3297000
2020-08-04,600.000000,618.000000,582.000000,616.000000,612.577759,1373500
2020-08-05,616.000000,622.000000,604.000000,620.000000,616.555542,3661500
2020-08-06,622.000000,636.000000,612.000000,630.000000,626.500000,2881000
2020-08-07,628.000000,642.000000,628.000000,630.000000,626.500000,840000
2020-08-10,640.000000,642.000000,630.000000,632.000000,628.488892,503000
2020-08-11,632.000000,638.000000,632.000000,634.000000,630.477783,868500
2020-08-12,636.000000,636.000000,624.000000,630.000000,626.500000,792500
2020-08-13,630.000000,636.000000,622.000000,630.000000,626.500000,1500500
2020-08-14,632.000000,636.000000,622.000000,632.000000,628.488892,6500500
2020-08-18,632.000000,632.000000,626.000000,628.000000,624.511108,7021000
2020-08-19,630.000000,632.000000,626.000000,630.000000,626.500000,968000
2020-08-24,610.000000,632.000000,596.000000,628.000000,624.511108,8915500
2020-08-25,628.000000,634.000000,626.000000,630.000000,626.500000,1088000
2020-08-26,636.000000,640.000000,626.000000,630.000000,626.500000,1817000
2020-08-27,638.000000,638.000000,630.000000,632.000000,628.488892,4638000
2020-08-28,630.000000,668.000000,630.000000,632.000000,628.488892,1281000
2020-08-31,632.000000,650.000000,630.000000,632.000000,628.488892,1951500
2020-09-01,630.000000,638.000000,630.000000,632.000000,628.488892,1856500
2020-09-02,634.000000,640.000000,626.000000,630.000000,626.500000,4282500
2020-09-03,640.000000,640.000000,628.000000,628.000000,624.511108,3295000
2020-09-04,640.000000,648.000000,618.000000,620.000000,616.555542,2905500
2020-09-07,618.000000,648.000000,618.000000,640.000000,636.444458,1954000
2020-09-08,638.000000,644.000000,632.000000,640.000000,636.444458,526000
2020-09-09,646.000000,646.000000,634.000000,636.000000,632.466675,754000
2020-09-10,640.000000,646.000000,628.000000,628.000000,624.511108,8755000
2020-09-11,636.000000,636.000000,628.000000,634.000000,630.477783,1699500
2020-09-14,636.000000,650.000000,634.000000,638.000000,634.455566,568500
2020-09-15,638.000000,640.000000,634.000000,638.000000,634.455566,1824500
2020-09-16,638.000000,656.000000,636.000000,650.000000,646.388855,15747000
2020-09-17,650.000000,650.000000,640.000000,642.000000,638.433350,1178000
2020-09-18,642.000000,668.000000,638.000000,660.000000,656.333313,5001000
2020-09-21,664.000000,692.000000,664.000000,680.000000,676.222229,869500
2020-09-22,680.000000,680.000000,660.000000,676.000000,672.244446,101500
2020-09-23,676.000000,676.000000,660.000000,672.000000,668.266663,76000
2020-09-24,676.000000,678.000000,626.000000,672.000000,668.266663,2443000
2020-09-25,672.000000,672.000000,654.000000,660.000000,656.333313,4118500
2020-09-28,658.000000,660.000000,638.000000,638.000000,634.455566,1016500
2020-09-29,636.000000,644.000000,634.000000,634.000000,630.477783,929500
2020-09-30,640.000000,660.000000,634.000000,660.000000,656.333313,3697000
2020-10-01,666.000000,666.000000,640.000000,646.000000,642.411072,126500
2020-10-02,646.000000,650.000000,640.000000,648.000000,644.399963,758000
2020-10-05,652.000000,660.000000,634.000000,644.000000,640.422241,1873000
2020-10-06,646.000000,654.000000,644.000000,648.000000,644.399963,1029000
2020-10-07,646.000000,660.000000,634.000000,660.000000,656.333313,3603000
2020-10-08,660.000000,662.000000,648.000000,654.000000,650.366638,2001000
2020-10-09,654.000000,654.000000,636.000000,652.000000,648.377747,628000
2020-10-12,650.000000,658.000000,634.000000,646.000000,642.411072,1009000
2020-10-13,644.000000,646.000000,632.000000,646.000000,642.411072,2099000
2020-10-14,640.000000,650.000000,634.000000,650.000000,646.388855,2609500
2020-10-15,648.000000,648.000000,634.000000,634.000000,630.477783,915500
2020-10-16,640.000000,640.000000,630.000000,630.000000,626.500000,1168000
2020-10-19,632.000000,640.000000,632.000000,632.000000,628.488892,678500
2020-10-20,632.000000,640.000000,630.000000,630.000000,626.500000,694500
2020-10-21,630.000000,638.000000,630.000000,634.000000,630.477783,517000
2020-10-22,634.000000,660.000000,632.000000,632.000000,628.488892,502500
2020-10-23,632.000000,636.000000,628.000000,628.000000,624.511108,500000
2020-10-26,630.000000,644.000000,628.000000,632.000000,628.488892,238500
2020-10-27,634.000000,640.000000,628.000000,630.000000,626.500000,637000
2020-11-02,630.000000,630.000000,620.000000,620.000000,616.555542,241500
2020-11-03,620.000000,640.000000,616.000000,622.000000,618.544434,161000
2020-11-04,624.000000,640.000000,622.000000,630.000000,626.500000,2017500
2020-11-05,630.000000,638.000000,630.000000,634.000000,630.477783,408500
2020-11-06,634.000000,648.000000,634.000000,644.000000,640.422241,536500
2020-11-09,652.000000,664.000000,644.000000,650.000000,646.388855,1525000
2020-11-10,650.000000,664.000000,648.000000,658.000000,654.344421,848000
2020-11-11,658.000000,724.000000,656.000000,662.000000,658.322205,19602500
2020-11-12,666.000000,740.000000,666.000000,690.000000,686.166687,26032000
2020-11-13,690.000000,714.000000,690.000000,700.000000,696.111084,1231500
2020-11-16,700.000000,728.000000,694.000000,708.000000,704.066650,1299000
2020-11-17,714.000000,726.000000,698.000000,702.000000,698.099976,1797500
2020-11-18,708.000000,708.000000,700.000000,700.000000,696.111084,2665000
2020-11-19,700.000000,722.000000,694.000000,694.000000,690.144409,7730500
2020-11-20,694.000000,710.000000,692.000000,694.000000,690.144409,1062500
2020-11-23,694.000000,740.000000,694.000000,698.000000,694.122192,6083000
2020-11-24,700.000000,708.000000,698.000000,700.000000,696.111084,2817000
2020-11-25,700.000000,704.000000,694.000000,698.000000,694.122192,6575500
2020-11-26,700.000000,740.000000,700.000000,736.000000,731.911072,8631500
2020-11-27,736.000000,800.000000,736.000000,784.000000,779.644409,25006000
2020-11-30,786.000000,820.000000,774.000000,780.000000,775.666626,16125000
2020-12-01,780.000000,800.000000,780.000000,780.000000,775.666626,4984500
2020-12-02,780.000000,790.000000,778.000000,780.000000,775.666626,8005500
2020-12-03,790.000000,798.000000,764.000000,766.000000,761.744446,1903500
2020-12-04,786.000000,786.000000,758.000000,758.000000,753.788879,1501000
2020-12-07,760.000000,796.000000,754.000000,756.000000,751.799988,1614500
2020-12-08,758.000000,778.000000,750.000000,752.000000,747.822205,701000
2020-12-10,752.000000,760.000000,750.000000,760.000000,755.777771,6540000
2020-12-11,760.000000,780.000000,750.000000,758.000000,753.788879,1135000
2020-12-14,764.000000,788.000000,750.000000,750.000000,745.833313,2204500
2020-12-15,752.000000,758.000000,750.000000,750.000000,745.833313,2299000
2020-12-16,766.000000,780.000000,750.000000,760.000000,755.777771,1011500
2020-12-17,760.000000,762.000000,750.000000,758.000000,753.788879,3111500
2020-12-18,758.000000,790.000000,740.000000,740.000000,735.888855,7297000
2020-12-21,742.000000,778.000000,740.000000,764.000000,759.755554,2245000
