Date,Open,High,Low,Close,Adj Close,Volume
2021-11-01,2430.000000,2450.000000,2410.000000,2430.000000,2430.000000,1193200
2021-11-02,2440.000000,2450.000000,2420.000000,2430.000000,2430.000000,587100
2021-11-03,2440.000000,2480.000000,2430.000000,2440.000000,2440.000000,1325100
2021-11-04,2520.000000,2670.000000,2490.000000,2510.000000,2510.000000,22125100
2021-11-05,2540.000000,2550.000000,2430.000000,2470.000000,2470.000000,4570400
2021-11-08,2470.000000,2470.000000,2440.000000,2450.000000,2450.000000,1307800
2021-11-09,2460.000000,2520.000000,2450.000000,2460.000000,2460.000000,3373500
2021-11-10,2460.000000,2480.000000,2440.000000,2460.000000,2460.000000,1078400
2021-11-11,2460.000000,2470.000000,2440.000000,2470.000000,2470.000000,1086300
2021-11-12,2470.000000,2480.000000,2450.000000,2450.000000,2450.000000,924600
2021-11-15,2450.000000,2460.000000,2410.000000,2430.000000,2430.000000,1456200
2021-11-16,2430.000000,2440.000000,2410.000000,2420.000000,2420.000000,1093300
2021-11-17,2420.000000,2430.000000,2400.000000,2410.000000,2410.000000,991000
2021-11-18,2410.000000,2420.000000,2400.000000,2400.000000,2400.000000,942600
2021-11-19,2400.000000,2430.000000,2400.000000,2410.000000,2410.000000,1062400
2021-11-22,2410.000000,2450.000000,2410.000000,2440.000000,2440.000000,1001200
2021-11-23,2440.000000,2450.000000,2410.000000,2420.000000,2420.000000,745000
2021-11-24,2430.000000,2440.000000,2380.000000,2410.000000,2410.000000,2013600
2021-11-25,2420.000000,2480.000000,2410.000000,2460.000000,2460.000000,3756400
2021-11-26,2440.000000,2470.000000,2400.000000,2410.000000,2410.000000,2204800
2021-11-29,2400.000000,2570.000000,2400.000000,2570.000000,2570.000000,17881800
