Date,Open,High,Low,Close,Adj Close,Volume
2021-11-01,1175.000000,1175.000000,1125.000000,1140.000000,1140.000000,14578000
2021-11-02,1140.000000,1150.000000,1115.000000,1130.000000,1130.000000,8124400
2021-11-03,1130.000000,1130.000000,1115.000000,1125.000000,1125.000000,14604400
2021-11-04,1125.000000,1130.000000,1110.000000,1115.000000,1115.000000,13304500
2021-11-05,1120.000000,1150.000000,1115.000000,1125.000000,1125.000000,13546900
2021-11-08,1125.000000,1135.000000,1100.000000,1110.000000,1110.000000,16320800
2021-11-09,1115.000000,1115.000000,1050.000000,1060.000000,1060.000000,19978100
2021-11-10,1060.000000,1090.000000,1015.000000,1020.000000,1020.000000,23708700
2021-11-11,1030.000000,1040.000000,990.000000,1000.000000,1000.000000,33067400
2021-11-12,1005.000000,1015.000000,990.000000,1000.000000,1000.000000,27756100
2021-11-15,1010.000000,1030.000000,1000.000000,1020.000000,1020.000000,11069300
2021-11-16,1020.000000,1030.000000,995.000000,1000.000000,1000.000000,11623200
2021-11-17,1005.000000,1015.000000,995.000000,1000.000000,1000.000000,10060100
2021-11-18,1000.000000,1010.000000,985.000000,995.000000,995.000000,15660800
2021-11-19,1000.000000,1000.000000,985.000000,995.000000,995.000000,10039100
2021-11-22,995.000000,1005.000000,990.000000,1000.000000,1000.000000,22257700
2021-11-23,1000.000000,1010.000000,990.000000,995.000000,995.000000,13354600
2021-11-24,995.000000,1000.000000,985.000000,990.000000,990.000000,8891300
2021-11-25,990.000000,995.000000,975.000000,975.000000,975.000000,6045000
2021-11-26,975.000000,975.000000,945.000000,950.000000,950.000000,50124000
2021-11-29,950.000000,985.000000,950.000000,980.000000,980.000000,13980200
